Trained Model,Backbone,Train Model ID,Train Altitude,Train Variant,Train Type,Test Dataset ID,Test Dataset Folder,Test Altitude,Test Variant,Image Size,mIoU,Pixel Accuracy,FPS,Pole IoU,Trunk IoU,Vine Row IoU,Pole Precision,Trunk Precision,Vine Row Precision,Pole Recall,Trunk Recall,Vine Row Recall,Pole F1,Trunk F1,Vine Row F1,Best Val Loss,Checkpoint
resnet18 | 79 | resnet18_img1280x960_20260303_190349,resnet18,79,65ft,4x4,single_altitude,74,vineyard_segmentation_paper-74,100ft,Full Res,1280x960,0.2335245877220517,0.9340983508882068,4.5077995185580555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13031812823347508,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet18_img1280x960_20260303_190349/resnet18_vineyard_segmentation_paper-79_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 79 | resnet18_img1280x960_20260303_190349,resnet18,79,65ft,4x4,single_altitude,75,vineyard_segmentation_paper-75,39ft,2x2,1280x960,0.3795043404053749,0.9318984064980159,15.787901065930164,0.20342156395978728,0.033024890881068296,0.34942372938918875,0.5658708796914405,0.44905719098363184,0.5774102748004856,0.27503958590253047,0.03343953801464297,0.4914449567621749,0.32124611554296034,0.05844607878773119,0.5072707645278748,0.13031812823347508,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet18_img1280x960_20260303_190349/resnet18_vineyard_segmentation_paper-79_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 79 | resnet18_img1280x960_20260303_190349,resnet18,79,65ft,4x4,single_altitude,76,vineyard_segmentation_paper-76,39ft,4x4,1280x960,0.4011148799810756,0.9356856220524482,30.681849457111383,0.21583665529893753,0.04796114793397419,0.388843074878179,0.557026808593682,0.30404105135985215,0.6014104439322888,0.2974735307813246,0.05047311709442127,0.5448648463725994,0.3258424544096677,0.0775266420643363,0.5441439489707638,0.13031812823347508,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet18_img1280x960_20260303_190349/resnet18_vineyard_segmentation_paper-79_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 79 | resnet18_img1280x960_20260303_190349,resnet18,79,65ft,4x4,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,1280x960,0.3407767609660725,0.9246682018932996,34.22960587388868,0.08090609292217865,0.001647693267019743,0.20915464596560457,0.4017643220115752,0.07154703427603211,0.5531684760437006,0.09291772711910966,0.0016613469980048254,0.2575298375129499,0.1285960025786217,0.0032026728582995913,0.3238887760955341,0.13031812823347508,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet18_img1280x960_20260303_190349/resnet18_vineyard_segmentation_paper-79_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 79 | resnet18_img1280x960_20260303_190349,resnet18,79,65ft,4x4,single_altitude,78,vineyard_segmentation_paper-78,65ft,2x2,1280x960,0.33098286353198075,0.9184062830607096,15.14124986433555,0.10341792374851606,0.005400800721769411,0.2962746975302102,0.6039266199649902,0.32299797102389166,0.5355803345646041,0.11279471246986367,0.005617634654894746,0.45182519847402514,0.17808605730369395,0.010120834271026476,0.4490633514717412,0.13031812823347508,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet18_img1280x960_20260303_190349/resnet18_vineyard_segmentation_paper-79_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 79 | resnet18_img1280x960_20260303_190349,resnet18,79,65ft,4x4,single_altitude,79,vineyard_segmentation_paper-79,65ft,4x4,1280x960,0.5339529057385705,0.946551249514344,29.95400417927064,0.3836090734753094,0.23540912490540297,0.5427163084262775,0.6501067254205848,0.6405884351732704,0.6585743952357229,0.47686367644273175,0.29190331315914975,0.7733632510635764,0.5242016840262925,0.3562402585803511,0.6953730168134233,0.13031812823347508,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet18_img1280x960_20260303_190349/resnet18_vineyard_segmentation_paper-79_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 79 | resnet18_img1280x960_20260303_190349,resnet18,79,65ft,4x4,single_altitude,80,vineyard_segmentation_paper-80,65ft,6x6,1280x960,0.438200226010593,0.9400042332240515,33.97619766078567,0.20227372374111666,0.07445829254722848,0.4519631026148252,0.6156180881024481,0.538690340332975,0.6849511514556337,0.2223945745556036,0.0812633271150738,0.5708423977730861,0.30169131603642296,0.12633151705282872,0.60616750310733,0.13031812823347508,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet18_img1280x960_20260303_190349/resnet18_vineyard_segmentation_paper-79_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 79 | resnet18_img1280x960_20260303_190349,resnet18,79,65ft,4x4,single_altitude,81,vineyard_segmentation_paper-81,100ft,2x2,1280x960,0.24726317532203895,0.9322578557332357,18.761573886831716,0.0,0.0,0.056818836197522135,0.0,0.0,0.5187683459652026,0.0,0.0,0.07032786218588073,0.0,0.0,0.0999237964784556,0.13031812823347508,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet18_img1280x960_20260303_190349/resnet18_vineyard_segmentation_paper-79_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 79 | resnet18_img1280x960_20260303_190349,resnet18,79,65ft,4x4,single_altitude,82,vineyard_segmentation_paper-82,100ft,4x4,1280x960,0.3794797586038863,0.9520448099772135,32.412107254739006,0.120251778169028,0.04038843487069634,0.40586941030045953,0.4063856855192599,0.2043255923378445,0.6660491099598453,0.17789172427281053,0.05583496566539817,0.5506019932230877,0.19762450241909388,0.0681539008990645,0.5565380676688594,0.13031812823347508,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet18_img1280x960_20260303_190349/resnet18_vineyard_segmentation_paper-79_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 79 | resnet18_img1280x960_20260303_190349,resnet18,79,65ft,4x4,single_altitude,83,vineyard_segmentation_paper-83,100ft,6x6,1280x960,0.3965002599748209,0.9585725387872435,34.15612632127559,0.10434968073475645,0.05132872851334088,0.4215188903019313,0.4657181976761556,0.21725249799926968,0.7400423713974306,0.13101606152189976,0.08372292440580742,0.4930917610241231,0.17114157350784223,0.08657130416622483,0.5712008811364377,0.13031812823347508,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet18_img1280x960_20260303_190349/resnet18_vineyard_segmentation_paper-79_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,72,vineyard_segmentation_paper-72,39ft,Full Res,640x480,0.2702973737270545,0.9148417154947915,7.424457131804633,0.045323998955072796,0.0,0.1205806930043597,0.4347040001715275,0.0,0.5010533249747359,0.05342898903746609,0.0,0.1376618891652317,0.08415404113023334,0.0,0.20967305944058104,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,73,vineyard_segmentation_paper-73,65ft,Full Res,640x480,0.2278727481661495,0.9101979137602306,8.224851212361875,0.0008733842059227407,0.0,0.0004133538908844362,0.2518503289473684,0.0,0.17111200071529595,0.0008769795730538888,0.0,0.0004146580708181211,0.001743276493302312,0.0,0.000826018166150516,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,74,vineyard_segmentation_paper-74,100ft,Full Res,640x480,0.23350094023204987,0.9340037609281995,7.258101581600021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,75,vineyard_segmentation_paper-75,39ft,2x2,640x480,0.39473103673884163,0.9416359359499008,34.34059372486981,0.17729233420011242,0.019952221422798837,0.44119597871485905,0.5949047253257781,0.3600244487562402,0.5962567556819404,0.21548145697561466,0.020494186891322822,0.6242995946223198,0.2869137906309961,0.03658197311234478,0.590812333048809,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,76,vineyard_segmentation_paper-76,39ft,4x4,640x480,0.3751783401527394,0.9314585318216464,76.56519180732931,0.2144094321853012,0.06623367364120376,0.278579788541457,0.6067796493515739,0.41230781579940573,0.6869757837853716,0.2711390176424754,0.0796688338142214,0.3289380675333718,0.32299105073985857,0.11033071198877664,0.4156360065277229,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,640x480,0.2966032582463248,0.9179817928279841,78.76935905474622,0.10358121484437967,0.01415190389955974,0.05777457736532217,0.4698397856932573,0.20501740240855765,0.6341954759116978,0.11779288099127921,0.014515604147023383,0.06036721426757743,0.1606710740357344,0.02549184554192958,0.10359315176974555,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,78,vineyard_segmentation_paper-78,65ft,2x2,640x480,0.3341607743518238,0.9309386189778646,34.05702135160801,0.07209198527558415,0.0032669531718649966,0.33201544658748733,0.7627419874017363,0.2692055870798778,0.6363951108930888,0.07559020864339609,0.0032710227554145093,0.42319994953904116,0.12814160916817308,0.0063708851474297895,0.46919856965571255,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,79,vineyard_segmentation_paper-79,65ft,4x4,640x480,0.5182269990692105,0.9480479972593245,76.10268968689971,0.34573084784838853,0.23909035770369882,0.5129615977727611,0.6953228879783199,0.6067742175029635,0.7269154544424098,0.4069869662420507,0.2955900526928424,0.643839928185675,0.49567316409656914,0.3620114245296163,0.6677950065256755,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,80,vineyard_segmentation_paper-80,65ft,6x6,640x480,0.4354597270385961,0.9376152460007441,78.40483192278636,0.22378798400893607,0.16067313543796288,0.3510959795342549,0.6545393076827054,0.610523068732829,0.7763352555691722,0.25217541172365726,0.18273719115868925,0.38453867945301035,0.3429000759940089,0.25701217142453037,0.49982764694407233,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,81,vineyard_segmentation_paper-81,100ft,2x2,640x480,0.23588233868836975,0.9325742594401042,29.6862922828548,7.261812548412083e-05,0.0,0.010775187140458062,0.00031354515050167225,0.0,0.5387644705363192,9.443465122135482e-05,0.0,0.01097157719914923,0.00014515192568221403,0.0,0.02104984574402941,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,82,vineyard_segmentation_paper-82,100ft,4x4,640x480,0.3674025579508965,0.9542391899956595,73.56901298042021,0.10450730926311876,0.026496850037661456,0.38520976309919974,0.3768599999028913,0.21706068985916763,0.7235511092758743,0.14306527430897292,0.03164002784271944,0.46380256592004515,0.1761672422555822,0.04736174888431063,0.5382399993528395,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet50 | 79 | resnet50_img640x480_20260303_120940,resnet50,79,65ft,4x4,single_altitude,83,vineyard_segmentation_paper-83,100ft,6x6,640x480,0.39528897856195505,0.9555344824697457,77.18193690006925,0.11969519943125574,0.11133656579854517,0.36126726170374235,0.41688588406372357,0.3642650603848472,0.7786754035208441,0.1652712906140673,0.158291475273703,0.4091218504249146,0.19743299084989788,0.18066901486623682,0.5030942143009561,0.12690428040561177,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-79/resnet50_img640x480_20260303_120940/resnet50_vineyard_segmentation_paper-79_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,72,vineyard_segmentation_paper-72,39ft,Full Res,640x480,0.22836273477338298,0.9125742594401042,7.361432492216977,0.00038757927034012944,0.0,0.00048590808636890965,0.3333333333333333,0.0,0.27391304347826084,0.00038757927034012944,0.0,0.00048668540114480324,0.0007734197086974711,0.0,0.0009690227705609909,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,73,vineyard_segmentation_paper-73,65ft,Full Res,640x480,0.2276889517571095,0.9102241588774181,8.116051106430449,0.0,0.0,0.0005338776402111673,0.0,0.0,0.08206106870229007,0.0,0.0,0.0005362211126463385,0.0,0.0,0.0010654799367650046,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,74,vineyard_segmentation_paper-74,100ft,Full Res,640x480,0.2335323733375186,0.9341294933500744,7.153974995309489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,75,vineyard_segmentation_paper-75,39ft,2x2,640x480,0.3237941020560361,0.924964308965774,34.21348043224032,0.1267926970072924,0.017156654352947144,0.22678105410806426,0.5412703941215595,0.12989147371494872,0.5927786223948243,0.14821270452777086,0.01984999395378248,0.2846977380063409,0.21299073014358766,0.03127472955911805,0.3473184266661251,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,76,vineyard_segmentation_paper-76,39ft,4x4,640x480,0.4570485917167204,0.9428908086016896,65.24839358524947,0.256176128790077,0.151028433343761,0.4543807186768961,0.5573587478058142,0.46358441191651256,0.6042364618108074,0.350412982951665,0.2180149064105565,0.6701155975640484,0.37694918087540824,0.23325031764484633,0.6034561798812751,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,640x480,0.42511677211931204,0.9376852785402591,66.92725281854682,0.19322809580324465,0.10393927935579493,0.38249303799874357,0.4846130311887825,0.3358967009156855,0.5979328019316891,0.25689339296625247,0.1492517599393457,0.5236242038160595,0.28180214325031744,0.16171357678710951,0.5240445044281354,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,78,vineyard_segmentation_paper-78,65ft,2x2,640x480,0.23649070626404053,0.9130706532796224,33.767719811140005,0.0039416390412355794,0.0,0.02915350098011712,0.2067163542547417,0.0,0.6178641561788882,0.003993421615844582,0.0,0.029639361094160738,0.007712783257957937,0.0,0.0555329486572657,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,79,vineyard_segmentation_paper-79,65ft,4x4,640x480,0.47976955066583726,0.9431813295425907,64.87011270710651,0.2918256355517825,0.13906170797876768,0.5221865684996785,0.688476833805924,0.5184497622556578,0.639668454965562,0.3419769917043604,0.18615842663413223,0.751812417079662,0.4145836296126419,0.2224353516134154,0.6773141011866588,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,80,vineyard_segmentation_paper-80,65ft,6x6,640x480,0.5575372404101222,0.9487315266927083,66.34016176118293,0.3398693148244683,0.31415380697106005,0.528851001353584,0.6283006503410161,0.5105951492087288,0.6922770946768415,0.40333450562247125,0.46371969585231115,0.6857433557553452,0.4658912615614702,0.44934579852257517,0.677749568515159,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,81,vineyard_segmentation_paper-81,100ft,2x2,640x480,0.23348700501171296,0.9323769632975261,29.15827063805569,0.0,0.0,0.0015719126506024096,0.0,0.0,0.05021046301864101,0.0,0.0,0.0016019184652278178,0.0,0.0,0.003104781735703131,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,82,vineyard_segmentation_paper-82,100ft,4x4,640x480,0.29715017403673255,0.9432463378906253,61.8732334805228,0.05398933001135574,0.008297114636206745,0.18348223311028217,0.3625622406143558,0.04490933760941507,0.693496997696121,0.06470171229704262,0.009268912022871023,0.20384426730409427,0.0917167335705377,0.015174120596629693,0.29195031951962597,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet101 | 80 | resnet101_img640x480_20260303_125933,resnet101,80,65ft,6x6,single_altitude,83,vineyard_segmentation_paper-83,100ft,6x6,640x480,0.41398340965624575,0.956235106225107,65.2466248000729,0.14655508212601856,0.07560398046822847,0.42579862487170583,0.393023958679204,0.1790274593791985,0.7095724304018155,0.20964503737933773,0.15246892231953138,0.5399651388335839,0.22552425029371975,0.12855522961644328,0.5794881889146783,0.1254781469644513,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet101_img640x480_20260303_125933/resnet101_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet18 | 80 | resnet18_img640x480_20260303_124645,resnet18,80,65ft,6x6,single_altitude,72,vineyard_segmentation_paper-72,39ft,Full Res,640x480,0.2286106121438587,0.9122693549262153,7.431632351830917,0.0,0.0,0.00219564849590792,0.0,0.0,0.11536314459682369,0.0,0.0,0.002224530073127529,0.0,0.0,0.004358847679215234,0.13143846123602998,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet18_img640x480_20260303_124645/resnet18_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet18 | 80 | resnet18_img640x480_20260303_124645,resnet18,80,65ft,6x6,single_altitude,73,vineyard_segmentation_paper-73,65ft,Full Res,640x480,0.2276323493062817,0.9102767508370536,8.400074372488588,0.0,0.0,0.00025341262332747666,0.0,0.0,0.2,0.0,0.0,0.0002534768575629045,0.0,0.0,0.0005063120232228448,0.13143846123602998,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet18_img640x480_20260303_124645/resnet18_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet18 | 80 | resnet18_img640x480_20260303_124645,resnet18,80,65ft,6x6,single_altitude,74,vineyard_segmentation_paper-74,100ft,Full Res,640x480,0.2335323733375186,0.9341294933500744,7.56069114922468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13143846123602998,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet18_img640x480_20260303_124645/resnet18_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet18 | 80 | resnet18_img640x480_20260303_124645,resnet18,80,65ft,6x6,single_altitude,75,vineyard_segmentation_paper-75,39ft,2x2,640x480,0.301836564292287,0.9170365784660218,34.28664590225333,0.06943608196799261,0.0,0.22265060057992342,0.43192734959783197,0.0,0.40517150129586943,0.08247184579110577,0.0,0.3389804979868108,0.12174749199047447,0.0,0.33168175843592734,0.13143846123602998,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet18_img640x480_20260303_124645/resnet18_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet18 | 80 | resnet18_img640x480_20260303_124645,resnet18,80,65ft,6x6,single_altitude,76,vineyard_segmentation_paper-76,39ft,4x4,640x480,0.4112507809626786,0.9399738888624238,100.98134783833551,0.22143511911532104,0.06108533038816304,0.3907548009878526,0.441271571125416,0.31280080330910004,0.603220847729931,0.3545036098198893,0.07046970408204135,0.559736757660988,0.3310945116041202,0.09472259649945929,0.5284073455243649,0.13143846123602998,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet18_img640x480_20260303_124645/resnet18_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet18 | 80 | resnet18_img640x480_20260303_124645,resnet18,80,65ft,6x6,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,640x480,0.3978472481076694,0.9338838550464522,137.35988792335846,0.1775499445026651,0.032551595423449854,0.3051764593122799,0.4062583781661451,0.25334997543033405,0.5859173920960781,0.25382307262460285,0.03429769787013167,0.3943463970901396,0.25956420200497343,0.05479134277592549,0.43231219791455827,0.13143846123602998,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet18_img640x480_20260303_124645/resnet18_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet18 | 80 | resnet18_img640x480_20260303_124645,resnet18,80,65ft,6x6,single_altitude,78,vineyard_segmentation_paper-78,65ft,2x2,640x480,0.23289141058375037,0.9116997528076173,33.97240213465018,0.0,0.0,0.01999578281786114,0.0,0.0,0.3605406901363906,0.0,0.0,0.02097806645109603,0.0,0.0,0.03779039465337855,0.13143846123602998,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet18_img640x480_20260303_124645/resnet18_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet18 | 80 | resnet18_img640x480_20260303_124645,resnet18,80,65ft,6x6,single_altitude,79,vineyard_segmentation_paper-79,65ft,4x4,640x480,0.4381878972148964,0.9400424161521338,95.32080182242532,0.260362875929736,0.06331206059671914,0.4640356279520469,0.6150693824675998,0.4783769061159423,0.6402151677639337,0.3185293827280011,0.06928822860043586,0.661439457881306,0.37964739824683946,0.10810672177833007,0.6126596266529338,0.13143846123602998,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet18_img640x480_20260303_124645/resnet18_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet18 | 80 | resnet18_img640x480_20260303_124645,resnet18,80,65ft,6x6,single_altitude,80,vineyard_segmentation_paper-80,65ft,6x6,640x480,0.529851970169462,0.9471792631603425,133.73192545079752,0.3479803391378483,0.21671174604339474,0.48853624308028853,0.5941775562145749,0.5720062915290007,0.7038376903777107,0.44279377989151814,0.2588868039798071,0.622589021099327,0.47856611212476646,0.3275413372674913,0.634396383426756,0.13143846123602998,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet18_img640x480_20260303_124645/resnet18_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
resnet18 | 80 | resnet18_img640x480_20260303_124645,resnet18,80,65ft,6x6,single_altitude,81,vineyard_segmentation_paper-81,100ft,2x2,640x480,0.23311175028483072,0.9324470011393229,30.220763464491437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13143846123602998,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-80/resnet18_img640x480_20260303_124645/resnet18_vineyard_segmentation_paper-80_unet_image_size_640x480_batch_size_8.pth
