Dataset,Model,Backbone,ModelPath,TrainedImageSize,TestedImageCount,Conf,Sampling,Method,Params,TP,FN,FP,Total_Predictions,Total_GT,RMSE
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,KMeans,k:40,27,13,13,40,40,1.5269694713241253
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,KMeans,k:40,27,13,13,40,40,1.6095598516326541
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.5, min_s:3",26,14,0,26,40,0.38847783040359185
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.5, min_s:3",26,14,0,26,40,0.3967284054242147
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,grid_sample,DBSCAN,"eps:1.0, min_s:1",26,14,0,26,40,0.572018514971453
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,grid_sample,DBSCAN,"eps:0.75, min_s:1",26,14,6,32,40,0.6415010963894262
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,grid_sample,DBSCAN,"eps:0.75, min_s:3",26,14,2,28,40,0.7118249138128124
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,grid_sample,DBSCAN,"eps:0.75, min_s:5",26,14,1,27,40,0.7122455561778533
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,centroid_only,KMeans,k:42,26,14,16,42,40,0.9804437833871752
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:0.75, min_s:3",26,14,12,38,40,1.6027339102363742
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:0.75, min_s:3",26,14,12,38,40,1.6044698076564172
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.5, min_s:5",25,15,0,25,40,0.38693461210408187
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.5, min_s:5",25,15,0,25,40,0.3951118174996946
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,all_pixels,DBSCAN,"eps:1.0, min_s:1",25,15,0,25,40,0.564185090867205
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,grid_sample,DBSCAN,"eps:1.0, min_s:3",25,15,0,25,40,0.5709665223217124
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,grid_sample,DBSCAN,"eps:1.0, min_s:5",25,15,0,25,40,0.5709665223217124
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,grid_sample,DBSCAN,"eps:1.25, min_s:1",25,15,0,25,40,0.609068182997042
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,grid_sample,DBSCAN,"eps:1.25, min_s:3",25,15,0,25,40,0.609068182997042
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,grid_sample,DBSCAN,"eps:1.25, min_s:5",25,15,0,25,40,0.609068182997042
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,all_pixels,DBSCAN,"eps:0.75, min_s:1",25,15,5,30,40,0.716548654883613
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:0.75, min_s:5",25,15,9,34,40,0.8269414174589087
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:0.75, min_s:5",25,15,9,34,40,0.83453424518388
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,centroid_only,KMeans,k:38,25,15,13,38,40,1.0798290838750764
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,Agglomerative,dist_thresh:1.75,25,15,17,42,40,1.0910580364667333
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,Agglomerative,dist_thresh:2.0,25,15,14,39,40,1.1443817406931998
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,centroid_only,KMeans,k:40,25,15,15,40,40,1.1758013053895382
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:0.5, min_s:5",25,15,13,38,40,1.202769659916974
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:0.5, min_s:5",25,15,13,38,40,1.2067231184040057
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,Agglomerative,dist_thresh:2.0,25,15,12,37,40,1.4365279561692148
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,all_pixels,DBSCAN,"eps:1.0, min_s:3",24,16,0,24,40,0.5629573516106992
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,all_pixels,DBSCAN,"eps:1.0, min_s:5",24,16,0,24,40,0.5629573516106992
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,all_pixels,DBSCAN,"eps:1.25, min_s:1",24,16,0,24,40,0.5785300320789142
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,all_pixels,DBSCAN,"eps:1.25, min_s:3",24,16,0,24,40,0.5785300320789142
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,all_pixels,DBSCAN,"eps:1.25, min_s:5",24,16,0,24,40,0.5785300320789142
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,all_pixels,DBSCAN,"eps:0.75, min_s:5",24,16,1,25,40,0.6450942301510588
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,all_pixels,DBSCAN,"eps:0.75, min_s:3",24,16,2,26,40,0.6463321053504979
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,KMeans,k:40,24,16,16,40,40,1.1590009734177718
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,DBSCAN,"eps:1.25, min_s:1",24,16,11,35,40,1.167282960979246
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,KMeans,k:42,24,16,18,42,40,1.260834569634629
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.75, min_s:1",23,17,0,23,40,0.46164898939460747
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,centroid_only,DBSCAN,"eps:2.0, min_s:1",23,17,1,24,40,0.7073627607579687
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,KMeans,k:38,23,17,15,38,40,1.1373078914819124
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,Agglomerative,dist_thresh:1.75,23,17,21,44,40,1.40028066663126
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.75, min_s:1",22,18,0,22,40,0.5071657176564435
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,KMeans,k:38,22,18,16,38,40,1.1658064091997093
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,KMeans,k:40,22,18,18,40,40,1.17516058456741
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,DBSCAN,"eps:1.25, min_s:1",22,18,18,40,40,1.2182939386375098
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,DBSCAN,"eps:1.25, min_s:1",22,18,15,37,40,1.543493424219535
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.75, min_s:3",21,19,0,21,40,0.4685561571148146
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.7,centroid_only,DBSCAN,"eps:1.5, min_s:1",21,19,5,26,40,1.111703874691899
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,KMeans,k:42,21,19,21,42,40,1.3960882463237485
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:1.75, min_s:5",20,20,0,20,40,0.47016204166971076
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.75, min_s:3",20,20,0,20,40,0.5183434980739008
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,all_pixels,DBSCAN,"eps:1.75, min_s:5",19,21,0,19,40,0.5227844905896762
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,all_pixels,DBSCAN,"eps:1.0, min_s:1",19,21,0,19,40,0.6557841148562028
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,all_pixels,DBSCAN,"eps:1.0, min_s:3",19,21,0,19,40,0.6557841148562028
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,all_pixels,DBSCAN,"eps:1.0, min_s:5",19,21,0,19,40,0.6557841148562028
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,grid_sample,DBSCAN,"eps:1.0, min_s:1",19,21,0,19,40,0.660309932162083
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,grid_sample,DBSCAN,"eps:1.0, min_s:3",19,21,0,19,40,0.660309932162083
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,grid_sample,DBSCAN,"eps:1.0, min_s:5",19,21,0,19,40,0.660309932162083
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.85,centroid_only,DBSCAN,"eps:1.75, min_s:1",19,21,3,22,40,1.1294111603564139
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.3,centroid_only,KMeans,k:38,19,21,19,38,40,1.5636974578028215
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.95,grid_sample,DBSCAN,"eps:2.0, min_s:1",18,22,0,18,40,0.4595101402685329
August_39ft,ResNet18_P22_2028x1520,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img2028x1520_20260209_052442/resnet18_vineyard_segmentation_paper-22_unet_image_size_2028x1520_batch_size_8.pth,2028x1520,133,0.5,centroid_only,DBSCAN,"eps:1.5, min_s:1",18,22,9,27,40,1.1840130171083907
